datetime,price
6/28/2017 6:00,2465.25
6/28/2017 6:00,2576
6/28/2017 6:01,2465.26
6/28/2017 6:01,2576
6/28/2017 6:02,2468.54
6/28/2017 6:02,2576
6/28/2017 6:03,2466.29
6/28/2017 6:03,2584.62
6/28/2017 6:04,2463.02
6/28/2017 6:04,2576
6/28/2017 6:05,2461
6/28/2017 6:05,2576
6/28/2017 6:06,2460.77
6/28/2017 6:06,2579.69
6/28/2017 6:07,2454.57
6/28/2017 6:07,2576
6/28/2017 6:08,2454.31
6/28/2017 6:08,2579.58
6/28/2017 6:09,2443.78
6/28/2017 6:09,2576
6/28/2017 6:10,2444.99
6/28/2017 6:10,2576.01
6/28/2017 6:11,2444.77
6/28/2017 6:11,2576.01
6/28/2017 6:12,2444.92
6/28/2017 6:12,2565.24
6/28/2017 6:13,2445
6/28/2017 6:13,2563.99
6/28/2017 6:14,2444.98
6/28/2017 6:14,2563.84
6/28/2017 6:15,2444.02
6/28/2017 6:15,2563.84
6/28/2017 6:16,2450
6/28/2017 6:16,2562.99
6/28/2017 6:17,2449.93
6/28/2017 6:17,2562.99
6/28/2017 6:18,2449.54
6/28/2017 6:18,2562.99
6/28/2017 6:19,2449.6
6/28/2017 6:19,2550.73
6/28/2017 6:20,2450
6/28/2017 6:20,2550.73
6/28/2017 6:21,2451.81
6/28/2017 6:21,2555
6/28/2017 6:22,2453.01
6/28/2017 6:22,2555
6/28/2017 6:23,2458
6/28/2017 6:23,2555
6/28/2017 6:24,2457.43
6/28/2017 6:24,2563
6/28/2017 6:25,2457.02
6/28/2017 6:25,2557.98
6/28/2017 6:26,2453
6/28/2017 6:26,2557.98
6/28/2017 6:27,2460.75
6/28/2017 6:27,2557.98
6/28/2017 6:28,2459.91
6/28/2017 6:28,2557.98
6/28/2017 6:29,2459.42
6/28/2017 6:29,2557.98
6/28/2017 6:30,2454.4
6/28/2017 6:30,2557.98
6/28/2017 6:31,2451.82
6/28/2017 6:31,2557.98
6/28/2017 6:32,2446.78
6/28/2017 6:32,2557.98
6/28/2017 6:33,2439.96
6/28/2017 6:33,2563.03
6/28/2017 6:34,2439.99
6/28/2017 6:34,2565.2
6/28/2017 6:35,2436.01
6/28/2017 6:35,2565.2
6/28/2017 6:36,2439.79
6/28/2017 6:36,2565.2
6/28/2017 6:37,2439.47
6/28/2017 6:37,2565.09
6/28/2017 6:38,2436.32
6/28/2017 6:38,2564.81
6/28/2017 6:39,2436.2
6/28/2017 6:39,2564.81
6/28/2017 6:40,2434.01
6/28/2017 6:40,2563.97
6/28/2017 6:41,2435
6/28/2017 6:41,2563.89
6/28/2017 6:42,2444.92
6/28/2017 6:42,2558.87
6/28/2017 6:43,2442.39
6/28/2017 6:43,2550.77
6/28/2017 6:44,2447.28
6/28/2017 6:44,2550.73
6/28/2017 6:45,2445.02
6/28/2017 6:45,2554.88
6/28/2017 6:46,2447.97
6/28/2017 6:46,2560
6/28/2017 6:47,2448
6/28/2017 6:47,2558.82
6/28/2017 6:48,2449.28
6/28/2017 6:48,2553.75
6/28/2017 6:49,2449.34
6/28/2017 6:49,2559
6/28/2017 6:50,2449.28
6/28/2017 6:50,2564
6/28/2017 6:51,2453.62
6/28/2017 6:51,2563.66
6/28/2017 6:52,2459.06
6/28/2017 6:52,2568.26
6/28/2017 6:53,2453.71
6/28/2017 6:53,2568.26
6/28/2017 6:54,2457.87
6/28/2017 6:54,2568.26
6/28/2017 6:55,2453.71
6/28/2017 6:55,2565.17
6/28/2017 6:56,2453.71
6/28/2017 6:56,2565.17
6/28/2017 6:57,2444.79
6/28/2017 6:57,2565.17
6/28/2017 6:58,2444.89
6/28/2017 6:58,2558.87
6/28/2017 6:59,2444.9
6/28/2017 6:59,2558.83
6/28/2017 7:00,2449.98
6/28/2017 7:00,2553.69
6/28/2017 7:01,2447.73
6/28/2017 7:01,2553.69
6/28/2017 7:02,2455
6/28/2017 7:02,2553.69
6/28/2017 7:03,2450.03
6/28/2017 7:03,2553.68
